ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition
15574,Female,Divorced,Graduate,2,5,9,86701,3,-1,Product Management,3,4,3,2,4,4,18,5,10,4,4,Product Owner,No
15575,Female,Married,Post-Graduate,4,3,9,86409,2,-2,Sales,3,2,3,2,2,4,14,8,9,2,3,Product Owner,Yes
15576,Female,Married,Doctorate,2,3,15,61807,2,-1,HR,2,0,1,5,5,2,18,5,8,4,3,Senior Developer,Yes
15577,Male,Married,Post-Graduate,4,3,7,94780,3,-1,Consultancy,3,5,0,4,2,4,17,11,12,4,1,VP,Yes
15578,Male,Married,Post-Graduate,1,5,10,63906,2,1,Consultancy,3,3,3,3,3,2,20,5,10,2,3,Product Manager,No
15579,Female,Married,Doctorate,2,5,9,78467,2,0,Testing,3,2,5,3,1,1,11,7,10,3,5,Product Owner,No
15580,Female,Married,Graduate,3,3,7,75090,2,-2,People Management,3,9,5,3,4,2,19,7,10,3,2,VP,Yes
15581,Female,Married,Graduate,3,4,12,50139,2,-1,Development,3,3,1,5,3,1,20,3,5,3,4,Senior Developer,Yes
15582,Male,Single,Graduate,3,4,11,51489,2,-1,Public Relations,2,4,1,3,4,2,18,3,8,3,4,Product Manager,Yes
15583,Male,Married,Graduate,1,4,10,63406,2,-2,Development,2,7,5,2,3,3,19,3,9,3,4,Product Manager,Yes
15584,Female,Married,Graduate,3,4,17,63639,2,0,Testing,2,2,1,4,1,1,11,3,6,4,4,Senior Developer,Yes
15585,Male,Married,Post-Graduate,4,4,15,64445,2,-2,People Management,2,2,2,2,5,2,18,3,8,1,3,Senior Developer,Yes
15586,Male,Divorced,Post-Graduate,4,3,7,83332,2,-1,Product Management,3,8,2,1,1,3,19,8,11,4,1,VP,Yes
15587,Male,Married,Post-Graduate,1,3,17,55615,2,1,Training,2,1,1,5,3,1,8,5,7,4,3,Senior Developer,Yes
15588,Male,Married,Doctorate,4,5,15,55821,2,1,Product Management,2,3,0,4,4,2,17,5,7,2,4,Senior Developer,No
15589,Male,Married,Post-Graduate,4,4,8,53670,2,1,DevOps,2,6,2,3,3,4,18,3,9,2,1,Product Manager,No
15590,Female,Married,Graduate,3,5,8,81757,2,1,Consultancy,3,7,2,4,3,3,11,4,9,3,1,Product Owner,Yes
15591,Male,Married,Graduate,4,5,9,82866,2,0,Sales,3,2,2,5,4,2,8,8,8,1,4,Product Owner,No
15592,Female,Married,Graduate,2,3,13,63018,2,-2,HR,3,2,1,4,2,4,14,4,8,2,3,Senior Developer,Yes
15593,Male,Married,Post-Graduate,2,3,9,82281,3,1,HR,3,4,1,1,1,4,18,10,13,4,5,VP,Yes
15594,Male,Single,Graduate,3,5,7,81135,2,-1,Public Relations,3,4,4,2,1,3,17,10,13,3,4,VP,Yes
15595,Male,Single,Graduate,1,4,10,49218,2,-1,Sales,2,2,0,2,3,1,12,6,9,2,1,Product Manager,Yes
15596,Female,Divorced,Post-Graduate,2,3,6,84658,2,1,Product Management,3,5,1,5,4,2,17,6,9,4,1,Product Owner,Yes
15597,Male,Married,Graduate,4,4,6,78944,3,1,DevOps,3,4,4,3,2,4,13,6,9,4,4,Product Owner,Yes
15598,Female,Divorced,Doctorate,3,3,7,86101,3,0,Product Management,3,7,2,5,3,3,10,8,9,3,1,Product Owner,Yes
15599,Male,Married,Graduate,4,4,9,54235,2,0,Product Management,3,4,1,5,4,4,15,5,10,4,3,Product Manager,Yes
15600,Female,Married,Graduate,3,3,9,83858,2,1,Development,3,4,4,1,5,3,16,3,12,3,5,VP,Yes
15601,Female,Married,Post-Graduate,3,5,12,49397,2,-2,Consultancy,2,7,2,3,5,1,16,5,10,1,3,Product Manager,No
15602,Male,Married,Post-Graduate,4,5,6,83665,2,-2,Testing,3,5,5,3,4,1,15,5,10,3,1,VP,Yes
15603,Female,Married,Post-Graduate,4,3,8,58271,2,-2,Public Relations,2,7,3,1,4,4,11,4,8,1,4,Product Manager,Yes
15604,Male,Married,Post-Graduate,3,3,7,75705,3,1,Consultancy,3,5,0,4,3,1,17,8,14,3,3,VP,Yes
15605,Male,Married,Post-Graduate,3,3,9,47641,2,-2,Training,2,6,5,2,5,1,11,7,8,3,1,Product Manager,Yes
15606,Male,Married,Post-Graduate,2,4,18,64603,2,1,DevOps,3,2,1,5,4,3,17,4,7,2,3,Senior Developer,Yes
15607,Male,Single,Post-Graduate,4,3,18,64081,2,-2,Testing,3,3,1,3,3,2,11,5,7,3,4,Senior Developer,No
15608,Female,Married,Graduate,1,5,7,81890,3,1,Testing,3,7,2,3,1,3,11,7,9,3,4,Product Owner,Yes
15609,Male,Divorced,Graduate,3,5,8,61044,2,1,HR,3,3,3,5,1,2,17,7,10,1,1,Product Manager,Yes
