ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition
8436,Female,Married,Graduate,4,5,10,84133,2,0,Testing,2,3,2,2,1,2,11,2,3,1,3,Senior Developer,No
8437,Male,Single,Graduate,3,3,18,59600,1,1,People Management,1,0,0,4,4,2,5,1,1,0,3,Developer,No
8438,Male,Married,Graduate,4,5,17,49048,2,1,Development,1,1,0,4,1,3,9,4,6,2,4,Consultant,No
8439,Male,Married,Graduate,2,4,10,58449,2,-1,DevOps,2,2,1,4,4,3,8,2,3,4,5,Senior Developer,No
8440,Male,Married,Post-Graduate,1,4,14,74430,2,-2,Consultancy,2,0,2,3,5,3,10,4,4,2,2,Senior Consultant,Yes
8441,Male,Married,Graduate,1,5,17,49624,1,1,Consultancy,1,0,0,1,2,2,8,1,1,2,5,Consultant,No
8442,Female,Married,Graduate,4,2,13,62786,2,-2,Sales,2,2,1,4,4,1,8,2,7,2,4,Senior Developer,Yes
8443,Male,Single,Post-Graduate,1,4,14,61746,2,-2,People Management,2,3,3,2,5,2,11,4,6,1,2,Senior Developer,Yes
8444,Male,Married,Post-Graduate,2,5,15,46264,2,0,HR,1,0,0,1,1,1,7,0,0,1,3,Developer,No
8445,Female,Divorced,Graduate,2,3,10,63016,2,1,DevOps,2,2,3,1,3,4,10,2,5,2,2,Senior Consultant,No
8446,Male,Married,Post-Graduate,1,4,10,80644,2,1,HR,2,0,4,4,3,3,8,4,7,1,4,Senior Developer,No
8447,Female,Married,Graduate,1,3,12,62460,2,-2,Development,2,0,0,3,5,4,8,0,0,3,3,Senior Developer,Yes
8448,Male,Single,Graduate,1,5,15,54633,1,1,Public Relations,1,1,0,4,4,3,8,3,6,4,1,Developer,No
8449,Female,Married,Graduate,2,3,14,59854,1,1,Training,1,1,1,3,5,1,8,5,6,2,4,Consultant,Yes
8450,Male,Divorced,Post-Graduate,2,4,17,48487,1,-2,Public Relations,1,2,2,3,3,3,7,3,4,3,4,Consultant,No
8451,Female,Married,Graduate,1,5,12,83933,2,-2,HR,2,0,2,4,4,1,11,4,7,3,1,Senior Developer,No
8452,Female,Married,Graduate,4,4,11,75065,2,1,Public Relations,2,0,1,4,1,2,11,1,1,2,3,Senior Consultant,Yes
8453,Male,Married,Post-Graduate,4,4,16,48870,1,1,Testing,1,3,0,4,1,1,8,3,4,4,3,Developer,Yes
8454,Male,Married,Graduate,4,3,15,46388,2,-1,DevOps,1,2,2,3,4,2,7,3,6,2,1,Consultant,No
8455,Female,Married,Graduate,2,3,12,75010,2,1,Product Management,2,0,0,2,4,1,11,1,1,4,5,Senior Developer,Yes
8456,Female,Single,Graduate,3,4,12,82414,2,-1,Consultancy,2,0,2,4,3,1,10,4,8,4,2,Senior Consultant,No
8457,Male,Married,Graduate,1,4,14,56587,2,-1,Development,2,1,0,3,4,3,9,3,4,1,1,Senior Developer,No
8458,Male,Married,Post-Graduate,1,5,18,46542,2,0,Public Relations,1,0,0,2,3,3,6,0,0,2,5,Consultant,No
8459,Female,Married,Graduate,4,4,10,57192,2,-1,Development,2,2,0,4,1,3,9,3,3,4,4,Senior Consultant,Yes
8460,Female,Married,Graduate,2,4,13,49731,2,-1,HR,1,0,0,5,3,4,9,3,5,2,2,Developer,Yes
8461,Female,Married,Graduate,3,4,14,75857,2,-1,Product Management,2,1,0,4,4,1,8,2,3,2,1,Senior Consultant,Yes
8462,Male,Single,Graduate,4,4,12,69658,2,-1,DevOps,2,1,0,1,5,2,11,2,2,4,4,Senior Consultant,No
8463,Male,Married,Post-Graduate,2,3,11,75118,2,0,Sales,2,1,1,5,3,2,11,4,4,3,1,Senior Consultant,No
8464,Male,Married,Graduate,4,4,13,55461,1,-1,Testing,1,1,1,4,4,1,9,3,5,0,1,Developer,No
8465,Female,Single,Graduate,1,4,12,56798,2,0,Testing,2,0,0,3,4,3,11,0,0,3,4,Senior Consultant,Yes
8466,Female,Married,Graduate,3,3,15,51864,2,-2,Product Management,1,0,1,5,5,3,6,5,5,1,1,Developer,No
8467,Female,Single,Graduate,3,4,11,81846,2,-2,Consultancy,2,2,3,3,5,2,12,2,3,2,4,Senior Developer,Yes
8468,Female,Married,Graduate,2,4,18,55591,1,1,People Management,1,0,0,3,3,3,7,4,5,0,4,Developer,No
8469,Female,Married,Graduate,3,4,10,64537,2,-1,Consultancy,2,2,1,5,2,4,12,3,6,4,3,Senior Developer,Yes
8470,Male,Married,Graduate,2,5,14,45297,2,-2,Product Management,1,1,1,5,4,1,9,4,5,4,1,Consultant,Yes
8471,Female,Married,Graduate,1,3,14,55145,2,-1,HR,2,0,0,4,1,4,11,4,4,3,3,Senior Developer,Yes
8472,Male,Married,Graduate,4,4,12,45525,1,0,Consultancy,1,2,1,4,2,2,9,5,6,0,4,Consultant,Yes
8473,Male,Married,Post-Graduate,4,3,15,58836,1,0,DevOps,1,2,0,3,3,3,8,3,3,4,1,Consultant,Yes
8474,Female,Married,Post-Graduate,1,4,18,51176,1,-1,HR,1,2,0,5,3,3,6,5,5,4,3,Consultant,Yes
8475,Female,Married,Post-Graduate,1,5,10,81335,2,-2,Development,2,2,0,4,3,3,10,2,7,2,3,Senior Consultant,Yes
8476,Male,Married,Graduate,4,5,10,84145,2,0,Public Relations,2,1,2,4,3,4,11,2,3,1,5,Senior Consultant,Yes
8477,Female,Single,Graduate,2,3,12,64303,2,0,Public Relations,2,5,2,1,3,2,8,3,6,1,4,Senior Developer,No
8478,Female,Married,Post-Graduate,2,4,13,70327,2,-1,Training,2,0,0,4,4,1,10,1,1,2,4,Senior Consultant,Yes
8479,Male,Married,Graduate,1,5,11,81640,2,-1,Development,2,0,0,1,3,2,11,4,8,1,2,Senior Consultant,Yes
8480,Male,Married,Graduate,2,5,13,50652,1,-1,Consultancy,1,3,0,1,4,1,6,3,3,1,3,Developer,No
8481,Female,Married,Graduate,3,3,12,58704,1,-2,HR,1,0,1,4,4,2,6,3,3,3,3,Consultant,Yes
8482,Male,Single,Post-Graduate,3,3,14,56316,1,1,Development,1,1,0,3,4,2,5,3,4,2,4,Consultant,No
8483,Female,Married,Post-Graduate,4,4,14,60834,2,1,Consultancy,2,0,4,5,3,3,12,2,4,1,4,Senior Consultant,Yes
8484,Female,Married,Graduate,4,5,12,55049,2,0,Product Management,2,4,2,4,4,3,10,3,5,4,3,Senior Consultant,No
8485,Male,Married,Graduate,3,3,15,48824,1,-1,People Management,1,0,1,2,1,3,9,5,6,1,3,Developer,No
8486,Male,Single,Post-Graduate,4,3,18,54209,1,-2,Consultancy,1,2,2,3,4,2,6,3,4,3,4,Developer,No
8487,Male,Divorced,Graduate,1,5,13,63658,2,-2,DevOps,2,5,0,1,2,1,11,4,5,3,4,Senior Developer,No
8488,Female,Married,Post-Graduate,1,4,17,57579,2,-2,Product Management,1,0,1,5,4,1,7,1,1,1,3,Consultant,Yes
8489,Male,Married,Post-Graduate,3,5,10,74265,2,0,Public Relations,2,0,5,1,4,1,10,3,7,1,1,Senior Consultant,No
8490,Female,Married,Graduate,2,4,12,83998,2,-2,People Management,2,1,0,5,3,1,8,3,6,2,3,Senior Developer,Yes
8491,Male,Single,Graduate,3,4,13,46377,1,1,Development,1,0,0,3,3,1,7,0,0,0,1,Developer,No
8492,Male,Single,Post-Graduate,1,3,12,54429,2,-2,Product Management,1,0,0,5,3,1,8,3,3,2,2,Consultant,Yes
8493,Male,Divorced,Graduate,2,5,14,53408,2,0,Training,1,3,2,4,4,4,8,3,3,1,1,Developer,No
8494,Male,Single,Graduate,2,3,11,75088,2,-2,Consultancy,2,3,4,4,2,3,11,3,7,3,3,Senior Developer,No
8495,Female,Married,Graduate,2,4,13,73582,2,-1,People Management,2,0,1,5,5,4,8,2,3,1,2,Senior Developer,No
8496,Female,Married,Post-Graduate,1,3,13,79701,2,1,Product Management,2,0,0,3,4,1,8,1,1,4,1,Senior Developer,Yes
8497,Male,Married,Graduate,3,4,10,69627,2,1,Training,2,0,0,3,4,2,10,1,1,1,4,Senior Consultant,No
8498,Female,Single,Post-Graduate,2,3,16,50072,1,0,Development,1,3,0,1,5,2,6,3,3,1,3,Developer,No
8499,Female,Married,Graduate,4,4,18,45181,2,-1,People Management,1,2,0,5,1,4,8,3,4,2,3,Consultant,Yes
8500,Male,Divorced,Post-Graduate,4,3,14,52006,1,-2,Testing,1,2,0,1,4,2,6,3,3,4,3,Consultant,No
8501,Female,Married,Post-Graduate,1,4,11,72951,2,-2,HR,2,0,0,5,4,1,11,0,0,1,5,Senior Consultant,Yes
8502,Female,Married,Graduate,1,3,11,64610,2,1,Testing,2,0,1,3,3,2,10,2,2,1,4,Senior Consultant,Yes
8503,Female,Married,Graduate,4,5,11,56978,2,-1,Training,2,2,1,2,4,3,9,2,6,1,3,Senior Consultant,No
8504,Male,Married,Graduate,1,5,15,52984,2,1,HR,1,2,1,4,5,3,9,2,2,0,4,Developer,Yes
8505,Male,Married,Post-Graduate,2,4,18,50322,1,0,People Management,1,2,2,5,3,2,6,3,4,3,5,Consultant,Yes
8506,Female,Married,Graduate,1,4,13,46655,2,1,Product Management,1,1,0,4,1,2,6,2,2,4,1,Developer,Yes
8507,Female,Married,Post-Graduate,2,4,11,64135,2,0,Consultancy,2,1,1,3,3,2,10,2,8,2,4,Senior Developer,No
8508,Male,Married,Post-Graduate,3,3,12,59609,1,1,Public Relations,1,2,1,3,1,4,9,3,5,2,5,Developer,No
8509,Female,Married,Post-Graduate,1,4,14,48504,1,-2,Sales,1,2,0,4,3,3,8,3,3,4,3,Consultant,Yes
8510,Female,Married,Graduate,2,3,16,50604,2,-2,Consultancy,1,1,2,3,1,4,6,3,3,3,5,Developer,Yes
8511,Female,Married,Graduate,1,4,15,45968,2,-2,Product Management,1,1,0,5,1,2,8,3,4,3,3,Developer,Yes
8512,Male,Single,Post-Graduate,3,5,12,55304,2,1,Training,2,0,0,4,3,1,9,0,0,3,1,Senior Developer,Yes
8513,Male,Married,Graduate,4,3,14,74085,2,-1,Sales,2,1,1,3,1,1,12,2,2,2,1,Senior Developer,No
8514,Female,Married,Post-Graduate,4,4,15,52733,1,0,Product Management,1,0,1,1,3,4,5,1,1,0,3,Developer,Yes
8515,Female,Single,Graduate,1,5,12,52133,2,1,DevOps,1,0,0,4,3,3,7,1,1,0,3,Consultant,No
8516,Male,Married,Graduate,4,5,11,81168,2,0,Testing,2,0,3,1,4,3,8,2,3,4,1,Senior Developer,No
8517,Male,Married,Graduate,1,4,16,59775,1,0,HR,1,0,0,3,3,3,7,0,0,3,4,Consultant,Yes
8518,Male,Divorced,Graduate,1,4,12,55419,2,1,Product Management,1,1,1,3,5,3,6,3,5,0,2,Developer,Yes
8519,Female,Married,Graduate,2,4,15,47314,1,1,Sales,1,0,0,4,1,2,8,2,2,1,4,Developer,Yes
8520,Male,Married,Post-Graduate,1,5,14,75409,2,1,Testing,2,0,0,4,1,1,8,1,1,1,1,Senior Developer,No
8521,Female,Married,Graduate,3,4,13,58559,1,-2,Product Management,1,0,0,3,4,3,5,1,1,2,3,Developer,No
8522,Male,Single,Post-Graduate,2,5,17,54719,2,1,HR,1,1,0,4,4,4,6,1,1,0,3,Developer,Yes
8523,Female,Married,Post-Graduate,2,2,15,57364,2,-2,People Management,1,0,0,3,4,3,7,4,5,1,4,Consultant,Yes
8524,Male,Married,Post-Graduate,3,3,11,84999,2,-1,DevOps,2,0,0,3,4,1,8,0,0,1,1,Senior Developer,No
8525,Male,Single,Graduate,2,3,10,75753,2,1,Public Relations,2,0,2,1,4,3,11,4,5,3,2,Senior Consultant,Yes
8526,Male,Divorced,Post-Graduate,4,4,17,57598,1,0,People Management,1,0,0,5,3,2,8,1,1,4,3,Developer,Yes
8527,Female,Married,Post-Graduate,2,3,14,56069,2,0,Sales,1,0,0,4,3,2,9,2,2,4,4,Consultant,Yes
8528,Male,Married,Graduate,2,4,15,48190,2,-2,Consultancy,1,0,0,3,4,2,9,2,2,2,3,Developer,Yes
8529,Female,Married,Graduate,1,3,15,46850,2,-2,HR,1,0,0,3,4,2,6,0,0,2,3,Consultant,Yes
8530,Female,Married,Post-Graduate,2,4,14,79720,2,0,Public Relations,2,4,4,4,1,4,12,2,7,4,5,Senior Developer,Yes
8531,Female,Married,Graduate,2,4,12,49172,1,1,HR,1,1,2,4,5,2,5,2,2,1,1,Consultant,No
8532,Male,Married,Graduate,4,5,12,55252,2,1,Development,1,0,0,1,3,1,6,1,1,4,3,Developer,No
8533,Male,Divorced,Post-Graduate,3,5,13,50001,2,-2,People Management,1,2,2,4,4,4,6,3,3,0,1,Consultant,Yes
8534,Female,Married,Post-Graduate,1,4,17,51000,2,-2,People Management,1,0,0,5,4,2,5,0,0,0,3,Consultant,Yes
8535,Male,Married,Graduate,1,4,13,56179,1,0,Consultancy,1,0,0,4,4,3,8,0,0,3,4,Consultant,No
8536,Female,Single,Graduate,1,3,12,45118,2,0,Public Relations,1,2,2,4,3,3,9,4,5,3,3,Consultant,No
8537,Female,Married,Graduate,1,4,14,48102,2,1,Consultancy,1,0,0,5,5,3,5,0,0,1,1,Developer,Yes
8538,Female,Married,Graduate,2,3,12,53770,2,1,People Management,1,3,2,5,4,1,6,4,4,4,2,Developer,Yes
8539,Male,Single,Graduate,4,4,17,58555,1,1,Sales,1,0,2,1,1,1,9,3,3,4,4,Consultant,No
8540,Male,Married,Graduate,2,4,18,52674,2,-1,HR,1,0,0,3,3,1,6,0,0,0,1,Developer,No
8541,Female,Married,Graduate,2,4,13,81890,2,-2,Training,2,0,0,3,2,4,10,1,1,2,4,Senior Consultant,Yes
8542,Female,Married,Graduate,2,4,11,61499,2,-2,Sales,2,0,1,4,3,3,8,2,2,1,2,Senior Developer,Yes
8543,Male,Married,Post-Graduate,2,5,14,80679,2,-1,Product Management,2,2,1,3,3,3,10,3,8,2,4,Senior Consultant,Yes
8544,Female,Married,Graduate,4,4,13,58652,2,0,Development,1,3,0,3,4,1,8,3,3,4,3,Developer,Yes
8545,Male,Married,Post-Graduate,2,3,15,58466,2,-2,Training,1,0,1,5,3,1,8,3,6,1,3,Developer,Yes
8546,Male,Divorced,Post-Graduate,2,3,10,72116,2,-2,DevOps,2,2,0,4,3,3,11,2,4,3,4,Senior Consultant,No
8547,Female,Married,Graduate,4,4,12,66641,2,-2,HR,2,0,3,5,5,2,9,2,3,1,4,Senior Developer,Yes
8548,Female,Married,Graduate,1,3,15,58410,1,1,People Management,1,0,0,4,1,1,8,0,0,3,5,Consultant,Yes
8549,Female,Married,Graduate,4,4,12,74600,2,0,People Management,2,3,0,5,1,4,11,2,3,1,4,Senior Developer,No
8550,Male,Married,Graduate,1,3,11,55922,2,1,People Management,2,3,4,2,1,4,11,4,5,3,3,Senior Developer,Yes
8551,Female,Married,Graduate,2,4,14,78722,2,0,Public Relations,2,5,2,4,4,2,10,2,5,3,1,Senior Developer,Yes
8552,Male,Divorced,Graduate,4,4,14,57113,2,0,Public Relations,1,1,1,5,5,1,5,2,2,1,3,Developer,No
8553,Female,Married,Graduate,1,4,14,70385,2,0,Sales,2,4,4,1,1,3,8,2,6,2,1,Senior Consultant,Yes
8554,Male,Married,Graduate,1,3,12,62097,2,0,Development,2,0,0,3,3,4,8,0,0,4,3,Senior Developer,No
8555,Male,Married,Post-Graduate,1,5,15,48072,2,1,DevOps,1,1,2,1,4,2,7,4,5,4,5,Consultant,No
8556,Male,Single,Post-Graduate,4,5,14,68525,2,0,Training,2,0,0,1,2,3,8,0,0,4,4,Senior Consultant,Yes
8557,Male,Married,Graduate,1,4,10,74555,2,-1,DevOps,2,0,0,3,3,4,12,1,1,3,3,Senior Developer,Yes
8558,Male,Single,Post-Graduate,4,3,11,81167,2,-1,Development,2,4,2,3,3,4,8,2,5,3,5,Senior Developer,Yes
8559,Male,Married,Post-Graduate,4,3,15,57614,2,-2,Development,1,2,1,4,3,3,6,2,2,4,2,Developer,No
8560,Female,Married,Graduate,1,3,11,60448,2,1,Public Relations,2,4,0,4,4,1,8,4,7,4,4,Senior Developer,No
8561,Male,Divorced,Graduate,1,5,11,62113,2,1,Consultancy,2,0,1,3,2,2,9,1,1,2,4,Senior Developer,No
8562,Female,Divorced,Graduate,4,3,11,82141,2,-2,DevOps,2,3,1,4,1,1,12,2,6,1,3,Senior Consultant,Yes
8563,Female,Married,Graduate,1,3,12,66886,2,-2,HR,2,0,0,4,1,3,11,0,0,3,1,Senior Consultant,No
8564,Male,Married,Post-Graduate,4,3,12,58083,1,0,HR,1,1,1,3,4,4,7,2,2,3,3,Consultant,No
8565,Male,Married,Graduate,1,3,14,61838,2,-2,People Management,2,0,1,4,1,2,11,2,2,1,2,Senior Consultant,No
8566,Female,Married,Graduate,3,2,12,62585,2,-1,Training,2,4,0,4,2,3,11,4,4,3,5,Senior Consultant,Yes
8567,Male,Single,Post-Graduate,4,5,17,57068,2,-2,Development,1,1,2,3,4,3,8,3,6,1,4,Consultant,Yes
8568,Female,Married,Post-Graduate,1,3,12,56726,2,0,Development,2,3,5,3,2,2,8,3,7,4,2,Senior Consultant,No
8569,Male,Divorced,Graduate,4,3,17,46498,1,-2,Development,1,3,1,1,3,4,8,4,6,4,4,Developer,No
8570,Female,Married,Graduate,1,4,15,53998,2,-1,HR,1,2,2,4,4,1,7,2,2,1,3,Consultant,Yes
8571,Female,Married,Post-Graduate,2,3,12,64516,2,1,Consultancy,2,0,1,4,4,4,12,3,6,2,2,Senior Consultant,Yes
8572,Male,Married,Graduate,4,3,11,82597,2,-2,Sales,2,0,0,4,3,3,11,0,0,1,4,Senior Consultant,Yes
8573,Female,Married,Graduate,1,5,17,54472,2,0,Testing,1,1,1,3,2,3,9,4,5,4,5,Consultant,No
8574,Male,Married,Graduate,3,3,13,82339,2,-1,Sales,2,0,0,3,1,1,12,1,1,1,4,Senior Developer,No
8575,Female,Married,Post-Graduate,1,4,11,55150,2,1,Public Relations,2,5,3,5,1,3,11,3,5,3,2,Senior Consultant,Yes
8576,Female,Married,Graduate,1,4,11,78364,2,-2,Testing,2,0,0,5,3,4,12,1,1,3,1,Senior Consultant,Yes
8577,Male,Single,Graduate,3,4,12,61432,2,-1,DevOps,2,0,0,4,1,1,9,1,1,4,4,Senior Consultant,Yes
8578,Male,Single,Post-Graduate,3,5,13,47512,2,-2,HR,1,0,0,4,1,2,8,0,0,2,2,Developer,Yes
8579,Male,Divorced,Graduate,1,3,13,76006,2,0,Product Management,2,0,0,3,4,3,11,0,0,3,5,Senior Consultant,No
8580,Male,Married,Graduate,1,4,13,66700,2,-2,People Management,2,0,1,4,3,2,8,1,1,3,5,Senior Consultant,Yes
8581,Male,Married,Post-Graduate,4,5,16,58631,2,-1,Product Management,1,0,0,5,4,3,8,5,6,4,1,Developer,Yes
8582,Female,Married,Post-Graduate,1,2,12,55088,2,0,Testing,1,1,0,4,3,3,7,2,2,0,4,Developer,Yes
8583,Male,Married,Post-Graduate,3,4,12,50934,1,-2,Product Management,1,2,0,3,5,3,7,4,4,2,3,Developer,Yes
8584,Male,Married,Post-Graduate,1,5,18,55481,1,0,Product Management,1,2,2,3,1,2,8,3,3,2,1,Developer,Yes
8585,Female,Married,Post-Graduate,2,4,18,45437,2,1,Training,1,0,0,4,4,2,8,0,0,1,1,Consultant,No
8586,Male,Married,Graduate,1,3,16,53647,1,1,Sales,1,3,2,4,3,3,6,4,5,2,1,Consultant,No
8587,Female,Married,Post-Graduate,1,3,10,72897,2,1,Development,2,1,0,4,3,1,11,4,7,3,4,Senior Developer,Yes
8588,Female,Married,Graduate,3,5,12,59440,2,1,Product Management,2,0,0,5,4,4,10,0,0,3,3,Senior Consultant,Yes
8589,Female,Married,Graduate,1,5,18,45289,2,-1,Testing,1,1,0,4,3,1,8,3,6,1,1,Developer,Yes
8590,Male,Married,Graduate,4,3,16,46501,2,-2,Public Relations,1,1,1,3,1,4,8,3,3,2,1,Developer,Yes
8591,Female,Married,Post-Graduate,4,4,12,55349,2,-2,Training,1,2,2,4,3,3,5,3,3,4,3,Developer,Yes
8592,Female,Married,Graduate,2,3,17,48336,2,-2,People Management,1,0,0,4,3,4,9,1,1,0,4,Consultant,Yes
8593,Female,Married,Graduate,1,5,10,64715,2,-1,Development,2,0,3,4,4,2,10,2,3,3,3,Senior Developer,Yes
8594,Male,Married,Graduate,1,5,14,64848,2,1,Development,2,1,0,5,1,1,10,2,3,2,4,Senior Developer,Yes
8595,Female,Married,Graduate,2,3,12,47710,2,1,HR,1,3,1,3,1,3,7,5,6,1,5,Consultant,Yes
8596,Female,Divorced,Graduate,2,5,10,55608,2,1,DevOps,2,0,2,2,5,2,11,4,4,3,2,Senior Consultant,No
8597,Female,Married,Post-Graduate,2,4,13,51912,1,-2,Public Relations,1,3,0,4,4,2,6,3,4,4,5,Consultant,Yes
8598,Female,Married,Graduate,2,3,16,50853,2,-1,Public Relations,1,2,2,1,5,1,9,3,3,2,5,Developer,No
8599,Female,Married,Graduate,1,4,10,76985,2,-1,People Management,2,0,0,3,4,4,9,0,0,1,3,Senior Consultant,No
8600,Male,Married,Post-Graduate,3,3,17,56046,1,-1,Product Management,1,2,1,3,3,3,7,3,4,3,3,Developer,No
8601,Female,Married,Post-Graduate,2,5,10,62636,2,-2,People Management,2,0,0,4,1,1,12,1,1,2,4,Senior Consultant,Yes
8602,Female,Divorced,Post-Graduate,2,3,14,73069,2,-1,Public Relations,2,1,1,5,3,3,12,3,7,1,1,Senior Developer,No
8603,Male,Single,Graduate,2,3,13,73318,2,0,Sales,2,1,2,5,3,3,9,2,2,4,2,Senior Consultant,Yes
8604,Male,Divorced,Post-Graduate,3,4,18,55917,1,0,DevOps,1,0,1,5,2,2,8,1,1,2,1,Consultant,No
8605,Female,Married,Graduate,4,5,11,79638,2,0,Training,2,0,0,4,4,3,11,1,1,2,4,Senior Consultant,Yes
8606,Female,Married,Post-Graduate,4,4,10,65604,2,-2,Product Management,2,1,0,3,2,3,10,2,2,2,3,Senior Consultant,Yes
8607,Female,Married,Post-Graduate,3,5,13,59858,2,0,Testing,2,0,4,1,3,1,11,3,8,4,1,Senior Developer,No
8608,Male,Married,Graduate,3,4,13,80225,2,0,Consultancy,2,0,0,5,3,4,12,0,0,3,3,Senior Consultant,No
8609,Female,Married,Post-Graduate,3,5,13,62800,2,-1,Product Management,2,1,1,4,4,2,10,2,2,4,4,Senior Developer,No
