UserId,Nodes,Path,Names,Values,ReasonToManager,ReasonInExitInterview
14012,[0 2 9],node 0-->node 2-->leaf node 9 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->Yes,"node 0: (X[12,13] (= 1) > 0.9999042749404907)-->node 2: (X[12,1] (= 1) <= 1.0085302591323853)-->leaf node 9 (Yes)",Direction,Strategy 
14013,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->No,"node 0: (X[13,13] (= 0) <= 0.9999042749404907)-->node 1: (X[13,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[13,7] (= 0) <= 0.9963334798812866)-->node 5: (X[13,6] (= 1) > 0.9971165657043457)-->leaf node 8 (No)",,
14014,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[14,13] (= 0) <= 0.9999042749404907)-->node 1: (X[14,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[14,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14015,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[15,13] (= 1) > 0.9999042749404907)-->node 2: (X[15,1] (= 4) > 1.0085302591323853)-->node 10: (X[15,1] (= 4) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14016,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[16,13] (= 1) > 0.9999042749404907)-->node 2: (X[16,1] (= 4) > 1.0085302591323853)-->node 10: (X[16,1] (= 4) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14017,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->No,"node 0: (X[17,13] (= 0) <= 0.9999042749404907)-->node 1: (X[17,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[17,7] (= 0) <= 0.9963334798812866)-->node 5: (X[17,6] (= 1) > 0.9971165657043457)-->leaf node 8 (No)",,
14018,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->Yes,"node 0: (X[18,13] (= 0) <= 0.9999042749404907)-->node 1: (X[18,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[18,7] (= 0) <= 0.9963334798812866)-->node 5: (X[18,6] (= 1) > 0.9971165657043457)-->leaf node 8 (Yes)",Direction,Strategy 
14019,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (No),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->No,"node 0: (X[19,13] (= 1) > 0.9999042749404907)-->node 2: (X[19,1] (= 4) > 1.0085302591323853)-->node 10: (X[19,1] (= 4) > 1.9869093894958496)-->leaf node 12 (No)",,
14020,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->No,"node 0: (X[20,13] (= 0) <= 0.9999042749404907)-->node 1: (X[20,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[20,7] (= 1) > 0.9963334798812866)-->leaf node 6 (No)",,
14021,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->No,"node 0: (X[21,13] (= 0) <= 0.9999042749404907)-->node 1: (X[21,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[21,7] (= 0) <= 0.9963334798812866)-->node 5: (X[21,6] (= 1) > 0.9971165657043457)-->leaf node 8 (No)",,
14022,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[22,13] (= 1) > 0.9999042749404907)-->node 2: (X[22,1] (= 4) > 1.0085302591323853)-->node 10: (X[22,1] (= 4) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14023,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (No),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->No,"node 0: (X[23,13] (= 1) > 0.9999042749404907)-->node 2: (X[23,1] (= 3) > 1.0085302591323853)-->node 10: (X[23,1] (= 3) > 1.9869093894958496)-->leaf node 12 (No)",,
14024,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (No),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->No,"node 0: (X[24,13] (= 1) > 0.9999042749404907)-->node 2: (X[24,1] (= 4) > 1.0085302591323853)-->node 10: (X[24,1] (= 4) > 1.9869093894958496)-->leaf node 12 (No)",,
14025,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[25,13] (= 0) <= 0.9999042749404907)-->node 1: (X[25,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[25,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14026,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (No),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->No,"node 0: (X[26,13] (= 1) > 0.9999042749404907)-->node 2: (X[26,1] (= 3) > 1.0085302591323853)-->node 10: (X[26,1] (= 3) > 1.9869093894958496)-->leaf node 12 (No)",,
14027,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[27,13] (= 0) <= 0.9999042749404907)-->node 1: (X[27,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[27,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14028,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[28,13] (= 1) > 0.9999042749404907)-->node 2: (X[28,1] (= 4) > 1.0085302591323853)-->node 10: (X[28,1] (= 4) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14029,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->Yes,"node 0: (X[29,13] (= 0) <= 0.9999042749404907)-->node 1: (X[29,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[29,7] (= 0) <= 0.9963334798812866)-->node 5: (X[29,6] (= 1) > 0.9971165657043457)-->leaf node 8 (Yes)",Direction,Strategy 
14030,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->No,"node 0: (X[30,13] (= 0) <= 0.9999042749404907)-->node 1: (X[30,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[30,7] (= 1) > 0.9963334798812866)-->leaf node 6 (No)",,
14031,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->No,"node 0: (X[31,13] (= 0) <= 0.9999042749404907)-->node 1: (X[31,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[31,7] (= 1) > 0.9963334798812866)-->leaf node 6 (No)",,
14032,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[32,13] (= 0) <= 0.9999042749404907)-->node 1: (X[32,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[32,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14033,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->Yes,"node 0: (X[33,13] (= 0) <= 0.9999042749404907)-->node 1: (X[33,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[33,7] (= 0) <= 0.9963334798812866)-->node 5: (X[33,6] (= 1) > 0.9971165657043457)-->leaf node 8 (Yes)",Direction,Strategy 
14034,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->No,"node 0: (X[34,13] (= 0) <= 0.9999042749404907)-->node 1: (X[34,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[34,7] (= 0) <= 0.9963334798812866)-->node 5: (X[34,6] (= 1) > 0.9971165657043457)-->leaf node 8 (No)",,
14035,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[35,13] (= 0) <= 0.9999042749404907)-->node 1: (X[35,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[35,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14036,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (No),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->No,"node 0: (X[36,13] (= 1) > 0.9999042749404907)-->node 2: (X[36,1] (= 2) > 1.0085302591323853)-->node 10: (X[36,1] (= 2) > 1.9869093894958496)-->leaf node 12 (No)",,
14037,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[37,13] (= 1) > 0.9999042749404907)-->node 2: (X[37,1] (= 4) > 1.0085302591323853)-->node 10: (X[37,1] (= 4) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14038,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[38,13] (= 0) <= 0.9999042749404907)-->node 1: (X[38,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[38,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14039,[0 2 9],node 0-->node 2-->leaf node 9 (No),Education_Post-Graduate-->TrainingHoursLastYear-->No,"node 0: (X[39,13] (= 1) > 0.9999042749404907)-->node 2: (X[39,1] (= 1) <= 1.0085302591323853)-->leaf node 9 (No)",,
14040,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->No,"node 0: (X[40,13] (= 0) <= 0.9999042749404907)-->node 1: (X[40,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[40,7] (= 1) > 0.9963334798812866)-->leaf node 6 (No)",,
14041,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[41,13] (= 1) > 0.9999042749404907)-->node 2: (X[41,1] (= 3) > 1.0085302591323853)-->node 10: (X[41,1] (= 3) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14042,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[42,13] (= 0) <= 0.9999042749404907)-->node 1: (X[42,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[42,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14043,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[43,13] (= 0) <= 0.9999042749404907)-->node 1: (X[43,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[43,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14044,[0 2 9],node 0-->node 2-->leaf node 9 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->Yes,"node 0: (X[44,13] (= 1) > 0.9999042749404907)-->node 2: (X[44,1] (= 1) <= 1.0085302591323853)-->leaf node 9 (Yes)",Direction,Strategy 
14045,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[45,13] (= 1) > 0.9999042749404907)-->node 2: (X[45,1] (= 3) > 1.0085302591323853)-->node 10: (X[45,1] (= 3) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14046,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[46,13] (= 1) > 0.9999042749404907)-->node 2: (X[46,1] (= 2) > 1.0085302591323853)-->node 10: (X[46,1] (= 2) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14047,[0 2 9],node 0-->node 2-->leaf node 9 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->Yes,"node 0: (X[47,13] (= 1) > 0.9999042749404907)-->node 2: (X[47,1] (= 1) <= 1.0085302591323853)-->leaf node 9 (Yes)",Direction,Strategy 
14048,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->Yes,"node 0: (X[48,13] (= 0) <= 0.9999042749404907)-->node 1: (X[48,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[48,7] (= 0) <= 0.9963334798812866)-->node 5: (X[48,6] (= 1) > 0.9971165657043457)-->leaf node 8 (Yes)",Direction,Strategy 
14049,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[49,13] (= 1) > 0.9999042749404907)-->node 2: (X[49,1] (= 4) > 1.0085302591323853)-->node 10: (X[49,1] (= 4) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14050,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->Yes,"node 0: (X[50,13] (= 0) <= 0.9999042749404907)-->node 1: (X[50,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[50,7] (= 0) <= 0.9963334798812866)-->node 5: (X[50,6] (= 1) > 0.9971165657043457)-->leaf node 8 (Yes)",Direction,Strategy 
14051,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->No,"node 0: (X[51,13] (= 0) <= 0.9999042749404907)-->node 1: (X[51,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[51,7] (= 0) <= 0.9963334798812866)-->node 5: (X[51,6] (= 1) > 0.9971165657043457)-->leaf node 8 (No)",,
14052,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->Yes,"node 0: (X[52,13] (= 0) <= 0.9999042749404907)-->node 1: (X[52,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[52,7] (= 0) <= 0.9963334798812866)-->node 5: (X[52,6] (= 1) > 0.9971165657043457)-->leaf node 8 (Yes)",Direction,Strategy 
14053,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->No,"node 0: (X[53,13] (= 0) <= 0.9999042749404907)-->node 1: (X[53,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[53,7] (= 1) > 0.9963334798812866)-->leaf node 6 (No)",,
14054,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[54,13] (= 0) <= 0.9999042749404907)-->node 1: (X[54,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[54,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14055,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->No,"node 0: (X[55,13] (= 0) <= 0.9999042749404907)-->node 1: (X[55,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[55,7] (= 1) > 0.9963334798812866)-->leaf node 6 (No)",,
14056,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->Yes,"node 0: (X[56,13] (= 1) > 0.9999042749404907)-->node 2: (X[56,1] (= 3) > 1.0085302591323853)-->node 10: (X[56,1] (= 3) > 1.9869093894958496)-->leaf node 12 (Yes)",Direction,Strategy 
14057,[0 2 9],node 0-->node 2-->leaf node 9 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->Yes,"node 0: (X[57,13] (= 1) > 0.9999042749404907)-->node 2: (X[57,1] (= 1) <= 1.0085302591323853)-->leaf node 9 (Yes)",Direction,Strategy 
14058,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (No),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->No,"node 0: (X[58,13] (= 1) > 0.9999042749404907)-->node 2: (X[58,1] (= 4) > 1.0085302591323853)-->node 10: (X[58,1] (= 4) > 1.9869093894958496)-->leaf node 12 (No)",,
14059,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[59,13] (= 0) <= 0.9999042749404907)-->node 1: (X[59,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[59,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14060,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->No,"node 0: (X[60,13] (= 0) <= 0.9999042749404907)-->node 1: (X[60,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[60,7] (= 0) <= 0.9963334798812866)-->node 5: (X[60,6] (= 1) > 0.9971165657043457)-->leaf node 8 (No)",,
14061,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (No),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->No,"node 0: (X[61,13] (= 1) > 0.9999042749404907)-->node 2: (X[61,1] (= 4) > 1.0085302591323853)-->node 10: (X[61,1] (= 4) > 1.9869093894958496)-->leaf node 12 (No)",,
14062,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->Yes,"node 0: (X[62,13] (= 0) <= 0.9999042749404907)-->node 1: (X[62,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[62,7] (= 0) <= 0.9963334798812866)-->node 5: (X[62,6] (= 1) > 0.9971165657043457)-->leaf node 8 (Yes)",Direction,Strategy 
14063,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->No,"node 0: (X[63,13] (= 0) <= 0.9999042749404907)-->node 1: (X[63,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[63,7] (= 1) > 0.9963334798812866)-->leaf node 6 (No)",,
14064,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[64,13] (= 0) <= 0.9999042749404907)-->node 1: (X[64,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[64,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14065,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->Yes,"node 0: (X[65,13] (= 0) <= 0.9999042749404907)-->node 1: (X[65,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[65,7] (= 0) <= 0.9963334798812866)-->node 5: (X[65,6] (= 1) > 0.9971165657043457)-->leaf node 8 (Yes)",Direction,Strategy 
14066,[0 2 9],node 0-->node 2-->leaf node 9 (Yes),Education_Post-Graduate-->TrainingHoursLastYear-->Yes,"node 0: (X[66,13] (= 1) > 0.9999042749404907)-->node 2: (X[66,1] (= 1) <= 1.0085302591323853)-->leaf node 9 (Yes)",Direction,Strategy 
14067,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[67,13] (= 0) <= 0.9999042749404907)-->node 1: (X[67,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[67,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
14068,[ 0  2 10 12],node 0-->node 2-->node 10-->leaf node 12 (No),Education_Post-Graduate-->TrainingHoursLastYear-->TrainingHoursLastYear-->No,"node 0: (X[68,13] (= 1) > 0.9999042749404907)-->node 2: (X[68,1] (= 3) > 1.0085302591323853)-->node 10: (X[68,1] (= 3) > 1.9869093894958496)-->leaf node 12 (No)",,
14069,[0 1 3 5 8],node 0-->node 1-->node 3-->node 5-->leaf node 8 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Gender_Female-->No,"node 0: (X[69,13] (= 0) <= 0.9999042749404907)-->node 1: (X[69,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[69,7] (= 0) <= 0.9963334798812866)-->node 5: (X[69,6] (= 1) > 0.9971165657043457)-->leaf node 8 (No)",,
14070,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (No),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->No,"node 0: (X[70,13] (= 0) <= 0.9999042749404907)-->node 1: (X[70,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[70,7] (= 1) > 0.9963334798812866)-->leaf node 6 (No)",,
14071,[0 1 3 6],node 0-->node 1-->node 3-->leaf node 6 (Yes),Education_Post-Graduate-->Education_Post-Graduate-->Gender_Male-->Yes,"node 0: (X[71,13] (= 0) <= 0.9999042749404907)-->node 1: (X[71,13] (= 0) <= 3.684971670736559e-05)-->node 3: (X[71,7] (= 1) > 0.9963334798812866)-->leaf node 6 (Yes)",Direction,Strategy 
